spr_x,spr_y,spr_width,spr_height,spr_off_x,spr_off_y,spr_group,spr_no
1344,1269,96,96,66,93,550,2
1440,1269,96,96,66,93,550,3
1536,1269,96,96,66,93,550,4
1632,1269,96,96,66,93,550,5
1728,1269,96,96,66,93,550,6
1824,1358,96,96,66,93,550,7
1920,1358,96,96,66,93,550,8
0,1362,96,96,40,94,550,9
96,1362,96,96,40,94,550,10
192,1362,96,96,40,94,550,11
288,1362,96,96,40,94,550,12
384,1362,96,96,45,94,550,13
480,1362,96,96,52,94,550,14
576,1362,96,96,40,94,550,15
672,1362,96,96,40,94,550,16
768,1362,96,96,29,93,550,17
864,1362,96,96,29,93,550,18
960,1362,96,96,29,93,550,19
1056,1362,96,96,66,93,550,20
1152,1362,96,96,40,94,550,30
1248,1365,96,96,29,93,550,31
1344,1365,96,96,29,90,90,0
1440,1365,96,96,28,90,90,1
1536,1365,96,96,61,91,570,0
1632,1365,96,96,64,92,570,1
1728,1365,96,96,64,93,570,2
1824,1454,96,96,61,93,570,3
1920,1454,96,96,32,94,570,4
0,1458,96,96,18,95,570,5
96,1458,96,96,26,93,570,6
192,1458,96,96,41,95,570,7
288,1458,96,96,44,93,570,8
384,1458,96,96,32,79,571,0
480,1458,96,96,32,79,571,1
576,1458,96,96,29,78,571,2
672,1458,96,96,35,90,571,3
768,1458,96,96,60,81,571,4
864,1458,96,96,74,81,571,5
960,1458,96,96,73,75,571,6
1056,1458,96,96,71,74,571,7
1152,1458,96,96,38,93,575,0
1248,1461,96,96,38,93,575,1
1344,1461,96,96,55,94,575,2
1440,1461,96,96,55,94,575,3
1536,1461,96,96,37,91,575,4
1632,1461,96,96,37,91,575,5
1728,1461,96,96,38,91,575,6
1824,1550,96,96,37,91,575,7
1920,1550,96,96,37,91,575,8
0,1554,96,96,23,93,575,9
96,1554,96,96,23,93,575,10
192,1554,96,96,23,93,575,11
288,1554,96,96,24,93,575,12
384,1554,96,96,24,93,575,13
480,1554,96,96,24,93,575,14
576,1554,96,96,27,91,575,15
672,1554,96,96,30,92,575,16
768,1554,96,96,31,92,575,17
864,1554,96,96,15,92,575,18
960,1554,96,96,16,60,575,19
1056,1554,96,96,17,92,575,20
1152,1554,96,96,21,92,575,21
1248,1557,96,96,34,92,575,22
1344,1557,96,96,34,92,575,23
1440,1557,96,96,34,93,575,24
1536,1557,96,96,37,91,575,30
1632,1557,96,96,37,91,575,31
1728,1557,96,96,24,93,575,35
1824,1646,96,96,24,93,575,36
1920,1646,96,96,34,92,575,40
0,1650,96,96,34,92,575,41
96,1650,96,96,63,70,581,0
192,1650,96,96,45,70,581,1
288,1650,96,96,33,77,581,2
384,1650,96,96,30,78,581,3
480,1650,96,96,72,74,581,4
576,1650,96,96,99,67,581,5
672,1650,96,96,92,65,581,6
768,1650,96,96,78,68,581,7
864,1650,96,96,46,72,581,8
960,1650,96,96,37,69,581,9
1056,1650,96,96,29,72,581,10
1152,1650,96,96,30,91,167,0
1248,1653,96,96,31,92,167,1
1344,1653,96,96,31,92,167,2
1440,1653,96,96,30,92,167,3
1536,1653,96,96,32,92,167,4
1632,1653,96,96,50,94,167,5
1728,1653,96,96,30,93,167,6
1824,1742,96,96,36,92,167,7
1920,1742,96,96,35,93,167,8
0,1746,96,96,34,92,167,9
96,1746,96,96,33,93,167,10
192,1746,96,96,25,92,167,11
288,1746,96,96,28,90,167,12
384,1746,96,96,31,91,167,13
480,1746,96,96,37,92,167,14
576,1746,96,96,37,92,167,15
672,1746,96,96,24,91,167,16
768,1746,96,96,22,90,167,17
864,1746,96,96,22,93,167,18
960,1746,96,96,36,88,593,0
1056,1746,96,96,36,88,593,1
1152,1746,96,96,36,88,593,2
1248,1749,96,96,24,70,593,3
1344,1749,96,96,29,72,593,4
1440,1749,96,96,30,73,593,5
1536,1749,96,96,27,72,593,6
1632,1749,96,96,28,71,593,7
1728,1749,96,96,23,75,593,8
1824,1838,96,96,14,82,593,9
1920,1838,96,96,28,79,593,10
0,1842,96,96,27,79,593,11
96,1842,96,96,37,88,593,12
192,1842,96,96,70,87,597,0
288,1842,96,96,72,89,597,1
384,1842,96,96,75,93,597,2
480,1842,96,96,75,93,597,3
576,1842,96,96,72,92,597,4
672,1842,96,96,56,86,597,5
768,1842,96,96,25,87,597,6
1152,0,96,107,47,108,597,7
1056,0,96,107,68,81,597,8
960,0,96,107,66,82,597,9
864,0,96,107,60,74,597,10
768,0,96,107,31,92,599,0
672,0,96,107,34,89,599,1
576,0,96,107,41,89,599,2
480,0,96,107,46,88,599,3
384,0,96,107,49,89,599,4
288,0,96,107,49,89,599,5
192,0,96,107,48,88,599,6
96,0,96,107,45,91,599,7
0,0,96,107,40,93,599,8
96,1938,96,96,31,80,603,0
192,1938,96,96,33,82,603,1
288,1170,96,96,53,91,603,2
1248,1173,96,96,55,93,603,3
1344,1173,96,96,46,93,603,4
1440,1173,96,96,44,93,603,5
1536,1173,96,96,69,83,604,0
1632,1173,96,96,58,82,604,1
1728,1173,96,96,49,77,604,2
1824,1262,96,96,26,75,604,3
1920,1262,96,96,35,80,604,4
0,1266,96,96,43,79,604,5
96,1266,96,96,58,92,605,0
192,1266,96,96,59,92,605,1
288,1266,96,96,49,92,605,2
384,1266,96,96,51,92,605,3
1632,1845,96,96,53,91,605,4
1728,1845,96,96,55,91,605,5
1824,1934,96,96,58,62,31001,0
1630,1941,64,64,31,44,605,100
1694,1941,64,64,31,44,605,101
1758,1941,64,64,31,44,605,102
1128,2004,64,64,31,44,605,103
1374,1941,64,64,31,44,605,104
1438,1941,64,64,31,44,605,105
1502,1941,64,64,31,44,605,106
1566,1941,64,64,31,44,605,107
1920,1934,96,96,30,27,31001,10
2044,0,1,1,0,1,5000,0
2045,0,1,1,0,0,5001,0
2046,0,1,1,0,0,5002,0
2047,0,1,1,0,0,5000,10
2041,1,1,1,0,0,5001,10
2042,1,1,1,0,0,5002,10
2043,1,1,1,0,0,5000,20
2044,1,1,1,0,0,5001,20
2045,1,1,1,0,0,5002,20
2046,1,1,1,0,0,5010,0
2047,1,1,1,0,0,5011,0
2041,2,1,1,0,0,5012,0
2042,2,1,1,0,0,5010,10
2043,2,1,1,0,0,5011,10
2044,2,1,1,0,0,5012,10
2045,2,1,1,0,0,5010,20
2046,2,1,1,0,0,5011,20
2047,2,1,1,0,0,5012,20
2041,3,1,1,0,0,5020,0
2042,3,1,1,0,0,5020,10
2043,3,1,1,0,0,5020,20
2044,3,1,1,0,0,5030,0
2045,3,1,1,0,0,5031,0
2046,3,1,1,0,0,5032,0
2047,3,1,1,0,0,5030,10
2041,4,1,1,0,0,5031,10
2042,4,1,1,0,0,5032,10
2043,4,1,1,0,0,5030,20
2044,4,1,1,0,0,5031,20
2043,0,1,1,0,0,5032,20
2046,4,1,1,0,0,5030,30
2047,4,1,1,0,0,5031,30
2041,5,1,1,0,0,5032,30
2042,5,1,1,0,0,5030,40
2043,5,1,1,0,0,5031,40
2044,5,1,1,0,0,5032,40
2045,5,1,1,0,0,5030,50
2046,5,1,1,0,0,5031,50
2047,5,1,1,0,0,5032,50
2041,6,1,1,0,0,5040,0
2042,6,1,1,0,0,5041,0
2043,6,1,1,0,0,5042,0
2044,6,1,1,0,0,5040,10
2045,6,1,1,0,0,5041,10
2046,6,1,1,0,0,5042,10
2047,6,1,1,0,0,5040,20
2041,7,1,1,0,0,5041,20
2042,7,1,1,0,0,5042,20
2043,7,1,1,0,0,5060,0
2044,7,1,1,0,0,5061,0
2045,7,1,1,0,0,5062,0
2046,7,1,1,0,0,5060,10
2047,7,1,1,0,0,5061,10
2041,8,1,1,0,0,5062,10
2042,8,1,1,0,0,5070,0
2043,8,1,1,0,0,5071,0
2044,8,1,1,0,0,5072,0
2045,8,1,1,0,0,5070,10
2046,8,1,1,0,0,5071,10
2047,8,1,1,0,0,5072,10
2041,0,1,1,0,0,5070,20
2042,0,1,1,0,0,5071,20
2045,4,1,1,0,1,5072,20
