spr_x,spr_y,spr_width,spr_height,spr_off_x,spr_off_y,spr_group,spr_no
1824,704,64,64,36,61,28,26
1888,704,64,64,36,61,28,27
1952,704,64,64,36,61,28,28
1472,705,64,64,36,61,28,29
1408,713,64,64,36,61,28,30
0,736,64,64,36,61,28,31
64,736,64,64,36,61,28,32
128,736,64,64,36,61,28,33
192,736,64,64,36,61,28,34
256,736,64,64,36,61,28,35
320,736,64,64,36,61,28,36
384,736,64,64,36,61,28,37
960,480,96,64,27,63,29,0
864,480,96,64,27,63,29,1
864,544,96,64,27,63,29,2
672,480,96,64,27,63,29,3
576,480,96,64,27,63,29,4
480,480,96,64,29,63,29,5
384,480,96,64,36,63,29,6
288,480,96,64,41,63,29,7
192,480,96,64,41,63,29,8
96,480,96,64,41,63,29,9
0,480,96,64,41,63,29,10
1440,457,96,64,41,63,29,11
1575,449,96,64,41,63,29,12
1864,448,96,64,30,63,29,13
1768,448,96,64,35,63,29,14
1672,448,96,64,31,63,29,15
1864,384,96,64,29,63,29,16
1768,384,96,64,28,63,29,17
1672,384,96,64,28,63,29,18
768,480,96,64,29,63,29,19
1056,480,96,64,29,63,29,20
384,544,96,64,29,63,29,21
480,544,96,64,29,63,29,22
960,544,96,64,29,63,29,23
1152,480,96,64,29,62,29,24
1248,480,96,64,29,63,29,25
1344,480,96,64,29,63,29,26
1671,512,96,64,34,60,29,27
1767,512,96,64,34,60,29,28
1863,512,96,64,34,60,29,29
1536,513,96,64,34,60,29,30
1440,521,96,64,34,60,29,31
0,544,96,64,34,60,29,32
96,544,96,64,34,60,29,33
192,544,96,64,33,60,29,34
288,544,96,64,34,60,29,35
576,544,96,64,34,60,29,36
672,544,96,64,34,60,29,37
768,544,96,64,34,60,29,38
1920,288,96,96,31,95,30,0
1824,288,96,96,31,95,30,1
1728,288,96,96,31,95,30,2
1632,288,96,96,31,95,30,3
1536,288,96,96,31,95,30,4
1440,288,96,96,31,95,30,5
1344,288,96,96,31,95,30,6
1248,288,96,96,31,95,30,7
1152,288,96,96,31,95,30,8
1056,288,96,96,31,95,30,9
960,288,96,96,62,95,30,10
864,288,96,96,62,95,30,11
768,288,96,96,62,95,30,12
672,288,96,96,63,95,30,13
576,288,96,96,31,95,30,14
480,288,96,96,31,95,30,15
384,288,96,96,31,95,30,16
288,288,96,96,33,87,31,0
192,288,96,96,28,81,31,1
96,288,96,96,29,78,31,2
0,288,96,96,30,78,31,3
1920,192,96,96,33,84,31,4
1824,192,96,96,33,92,31,5
1728,192,96,96,25,95,31,6
1632,192,96,96,29,94,31,7
1536,192,96,96,31,94,31,8
1440,192,96,96,34,93,31,9
1344,192,96,96,34,93,31,10
1248,192,96,96,34,93,31,11
1152,192,96,96,34,93,31,12
1056,192,96,96,33,94,31,13
448,736,64,64,23,39,31001,0
1305,800,43,53,20,19,31001,10
977,905,35,50,19,49,32,0
88,864,43,51,21,50,32,1
1108,853,42,52,21,51,32,2
1150,853,42,52,22,51,32,3
1710,832,25,53,15,52,32,4
1683,832,27,53,15,52,32,5
1652,832,31,53,17,52,32,6
904,800,26,54,14,53,32,7
526,800,26,55,14,54,32,8
876,800,28,54,15,53,32,9
848,800,28,54,15,53,32,10
1438,841,30,52,17,51,32,11
859,905,40,50,22,49,32,12
1148,905,30,50,17,49,32,13
310,862,28,50,15,49,32,14
1503,936,34,49,19,48,32,15
899,905,40,50,23,49,32,16
597,905,45,50,27,49,32,17
1693,935,42,49,27,48,32,18
1857,935,37,49,23,48,32,19
1373,943,29,49,15,48,32,20
1735,935,42,49,14,48,32,21
1777,935,40,49,16,48,32,22
642,905,45,50,17,49,32,23
1298,904,47,50,20,49,32,24
1422,893,46,50,20,49,32,25
819,905,40,50,17,49,32,26
1047,905,34,50,16,49,32,27
775,905,44,50,16,49,32,28
552,905,45,50,17,49,32,29
864,192,96,96,19,63,33,0
768,192,96,96,19,63,33,1
672,192,96,96,19,63,33,2
576,192,96,96,19,63,33,3
480,192,96,96,34,63,33,4
384,192,96,96,34,63,33,5
288,192,96,96,34,63,33,6
1650,935,43,49,11,48,34,0
409,855,51,51,17,50,34,1
192,192,96,96,26,95,34,2
825,854,54,51,20,50,34,3
52,915,47,49,15,48,34,4
1735,884,40,51,10,50,34,5
1065,853,43,52,13,51,34,6
339,860,50,51,19,50,34,7
1373,893,49,50,18,49,34,8
1230,853,38,52,21,51,34,9
96,192,96,96,58,95,34,10
0,192,96,96,58,95,34,11
1920,96,96,96,58,95,34,12
1824,96,96,96,58,95,34,13
1728,96,96,96,57,87,34,14
1632,96,96,96,57,87,34,15
1536,96,96,96,27,95,34,16
1440,96,96,96,27,95,34,17
1344,96,96,96,27,95,34,18
1248,96,96,96,27,95,34,19
1152,96,96,96,25,95,34,20
1056,96,96,96,26,95,34,21
960,96,96,96,26,95,34,22
864,96,96,96,26,95,34,23
768,96,96,96,26,95,34,24
672,96,96,96,34,95,34,25
576,96,96,96,34,95,34,26
480,96,96,96,34,95,34,27
384,96,96,96,30,93,34,28
288,96,96,96,30,93,34,29
192,96,96,96,30,93,34,30
96,96,96,96,30,93,34,31
0,96,96,96,30,93,34,32
1920,0,96,96,30,93,34,33
1824,0,96,96,30,93,34,34
1728,0,96,96,30,93,34,35
1632,0,96,96,30,93,34,36
1536,0,96,96,30,93,34,37
1440,0,96,96,30,93,34,38
1344,0,96,96,30,93,34,39
1248,0,96,96,30,93,34,40
1152,0,96,96,30,93,34,41
1056,0,96,96,37,93,34,42
960,0,96,96,29,95,34,43
864,0,96,96,29,95,34,44
768,0,96,96,29,95,34,45
672,0,96,96,29,95,34,46
576,0,96,96,29,95,34,47
480,0,96,96,29,95,34,48
384,0,96,96,29,95,34,49
288,0,96,96,29,95,34,50
192,0,96,96,29,95,34,51
96,0,96,96,29,95,34,52
2047,847,1,1,1,0,5000,0
2046,847,1,1,0,0,5001,0
2045,847,1,1,0,0,5002,0
2047,846,1,1,0,0,5000,10
2046,846,1,1,0,0,5001,10
2045,846,1,1,0,0,5002,10
2047,845,1,1,0,0,5000,20
2046,845,1,1,0,0,5001,20
2045,845,1,1,0,0,5002,20
2047,844,1,1,0,0,5010,0
2046,838,1,1,0,0,5011,0
2045,832,1,1,0,0,5012,0
2046,832,1,1,0,0,5010,10
2047,832,1,1,0,0,5011,10
2045,833,1,1,0,0,5012,10
2046,833,1,1,0,0,5010,20
2047,833,1,1,0,0,5011,20
2045,834,1,1,0,0,5012,20
2046,834,1,1,0,0,5020,0
2047,834,1,1,0,0,5020,10
2045,835,1,1,0,0,5020,20
2046,835,1,1,0,0,5030,0
2047,835,1,1,0,0,5031,0
2045,836,1,1,0,0,5032,0
2046,836,1,1,0,0,5030,10
2047,836,1,1,0,0,5031,10
2045,837,1,1,0,0,5032,10
2046,837,1,1,0,0,5030,20
2047,837,1,1,0,0,5031,20
2045,838,1,1,0,0,5032,20
2046,848,1,1,0,0,5030,30
2047,838,1,1,0,0,5031,30
2045,839,1,1,0,0,5032,30
2046,839,1,1,0,0,5030,40
2047,839,1,1,0,0,5031,40
2045,840,1,1,0,0,5032,40
2046,840,1,1,0,0,5030,50
2047,840,1,1,0,0,5031,50
2045,841,1,1,0,0,5032,50
2046,841,1,1,0,0,5040,0
2047,841,1,1,0,0,5041,0
2045,842,1,1,0,0,5042,0
2046,842,1,1,0,0,5040,10
2047,842,1,1,0,0,5041,10
2045,843,1,1,0,0,5042,10
2046,843,1,1,0,0,5040,20
2047,843,1,1,0,0,5041,20
2045,844,1,1,0,0,5042,20
2046,844,1,1,0,0,5060,0
1914,1069,64,32,0,0,5061,0
788,1047,64,32,0,0,5062,0
1247,1046,64,32,0,0,5060,10
68,1052,64,32,0,0,5061,10
1119,1046,64,32,0,0,5062,10
132,1052,64,32,0,0,5070,0
196,1052,64,32,0,0,5071,0
1183,1046,64,32,0,0,5072,0
852,1047,64,32,0,0,5070,10
0,1053,64,32,0,0,5071,10
260,1052,64,32,0,0,5072,10
1850,1069,64,32,0,0,5070,20
1978,1069,64,32,0,0,5071,20
2045,848,1,1,0,0,5072,20
