spr_x,spr_y,spr_width,spr_height,spr_off_x,spr_off_y,spr_group,spr_no
1021,1096,50,57,31,56,13,10
1120,1096,49,57,31,56,13,11
408,979,50,61,25,60,13,12
251,1263,55,53,23,52,14,0
808,1208,59,54,29,53,14,1
977,1315,55,52,35,51,14,2
164,1155,49,55,29,54,14,3
356,1316,43,52,21,51,14,4
745,1418,41,49,16,48,14,5
1051,1467,45,47,15,46,14,6
455,1418,51,49,25,48,14,7
1843,1093,58,58,30,57,14,8
1843,1034,84,59,33,58,14,9
1177,1094,80,57,30,56,14,10
1928,1151,72,55,29,54,14,11
1927,1314,64,52,27,51,14,12
299,1467,67,47,24,46,15,0
560,1467,62,47,24,46,15,1
684,1467,55,47,24,46,15,2
1156,1514,56,43,23,42,15,3
739,1467,55,47,20,46,15,4
1184,1417,90,49,49,48,15,5
0,899,64,73,42,72,15,6
1802,899,64,69,41,68,15,7
1931,967,58,67,37,66,15,8
1802,968,53,66,32,65,15,9
726,969,49,66,32,65,15,10
1225,1314,44,53,18,52,15,11
1087,1367,69,50,39,49,16,0
1846,1417,68,49,38,48,16,1
1730,1314,68,52,38,51,16,2
585,1314,47,53,21,52,17,0
1708,1261,59,53,22,52,17,1
1360,1151,61,56,18,55,17,2
96,1151,68,56,23,55,17,3
96,1094,72,57,24,56,17,4
1333,1094,75,57,28,56,17,5
1408,1094,74,57,27,56,17,6
1660,1093,63,58,22,57,17,7
0,1035,51,59,26,55,17,8
1653,1207,58,54,27,52,17,9
1219,1367,63,50,29,49,17,10
265,1368,58,50,24,49,17,11
323,1368,57,50,23,49,17,12
205,1368,60,50,26,49,17,13
1156,1367,63,50,29,49,17,14
1071,1096,49,57,22,56,18,0
243,980,50,61,25,60,18,1
672,970,53,63,27,62,18,2
1407,1314,87,52,32,51,18,3
1399,1366,82,51,27,50,18,4
627,1261,81,53,26,52,18,5
670,1094,82,57,28,55,18,6
1034,976,85,61,27,58,18,7
831,1153,69,55,25,55,19,0
775,978,77,61,34,60,19,1
1660,1033,76,60,32,60,19,2
1784,1151,72,55,34,54,19,3
907,1096,61,57,23,55,19,4
1314,1034,68,60,20,50,19,5
232,1041,61,58,30,54,19,6
1479,1151,55,56,26,53,19,7
701,1207,51,54,26,52,19,8
1901,1093,53,58,34,57,20,0
1186,973,57,62,38,61,20,1
1428,971,65,63,40,62,20,2
1767,1261,59,53,34,55,20,3
1257,1094,76,57,27,55,20,4
129,896,50,75,28,66,20,5
726,894,53,75,29,59,20,6
231,912,53,68,29,52,20,7
1742,969,56,64,25,49,21,0
0,1367,48,51,28,50,21,1
708,1263,53,53,32,51,21,2
122,1418,58,49,31,48,21,3
1856,1151,72,55,21,54,21,4
1267,794,37,92,20,91,21,5
1274,886,41,86,23,85,21,6
1038,890,51,86,33,85,21,7
797,892,48,86,30,85,21,8
183,893,48,86,29,85,21,9
337,979,71,61,30,62,22,0
1243,1034,71,60,30,61,22,1
948,1037,71,59,30,60,22,2
293,1040,71,58,30,59,22,3
1019,1037,71,59,30,60,22,4
58,1034,71,60,30,61,22,5
172,980,71,61,30,62,22,6
714,1035,59,59,19,60,22,7
1613,1033,47,61,14,62,22,8
0,1094,48,58,27,59,22,9
1847,1206,45,55,27,54,22,10
486,1209,51,54,34,53,22,11
1286,1207,63,54,39,53,22,12
970,1262,55,53,23,52,23,0
1594,1207,59,54,29,53,23,1
922,1315,55,52,35,51,23,2
1032,1315,54,52,32,51,23,3
0,1315,63,52,40,51,23,4
1455,1261,65,53,42,52,23,5
1647,1261,61,53,38,52,23,6
1080,1262,55,53,32,52,23,7
162,1317,53,51,30,50,23,8
1749,1366,55,51,31,50,23,9
142,1368,63,50,39,49,23,10
1520,1261,65,53,42,52,23,11
410,1314,48,53,16,52,23,12
164,1210,47,54,17,53,23,13
706,794,91,100,32,99,24,0
472,794,103,102,47,100,24,1
797,794,136,98,70,95,24,2
0,804,129,95,63,92,24,3
575,794,131,100,65,97,24,4
195,1514,49,46,15,45,25,0
556,1418,50,49,21,48,25,1
1912,1366,53,51,24,50,25,2
829,1514,87,43,38,42,25,3
135,1467,84,47,25,46,25,4
219,1467,80,47,24,46,25,5
1496,1417,72,49,25,48,25,6
1407,1466,64,48,24,47,25,7
284,912,53,68,29,52,26,0
1554,971,59,63,36,47,26,1
1989,967,57,66,33,50,26,2
1568,899,56,72,33,56,26,3
432,1467,64,47,28,44,26,4
366,1467,66,47,30,44,26,5
1533,1466,62,48,26,45,26,6
1914,1417,64,49,28,46,26,7
1863,1314,64,52,23,51,27,0
1658,1314,72,52,29,51,27,1
1444,1034,60,60,30,59,27,2
1180,1314,45,53,27,52,27,3
709,1367,41,51,24,50,27,4
506,1418,50,49,31,48,27,5
1003,1467,48,47,29,46,27,6
366,1209,44,54,25,44,27,7
135,1514,60,46,25,45,27,8
672,894,54,76,20,75,27,9
1089,890,49,86,25,85,27,10
845,892,48,86,30,85,27,11
1138,890,48,86,30,85,27,12
986,890,52,86,33,85,27,13
1221,887,53,86,33,85,27,14
1373,899,55,73,28,72,27,15
893,976,55,62,27,61,27,16
361,1263,49,53,21,52,28,0
1534,1151,50,56,25,55,28,1
1954,1093,53,58,28,57,28,2
1184,1466,86,48,31,47,28,3
677,1316,98,51,24,50,28,4
0,1207,93,54,26,53,28,5
1309,1366,90,51,23,50,28,6
551,1207,86,54,25,53,28,7
1494,1314,86,52,32,51,29,0
1309,1314,98,52,29,51,29,1
537,1261,90,53,26,52,29,2
577,1094,93,57,28,55,29,3
948,976,86,61,27,58,29,4
1421,1151,58,56,19,56,29,10
293,1098,70,56,22,53,29,11
62,1418,60,49,24,44,30,0
236,1099,55,56,22,49,30,1
1504,1034,51,60,22,51,30,2
1119,976,62,61,23,46,30,3
1350,972,62,62,23,47,30,4
1382,1034,62,60,23,45,30,5
306,1263,55,53,22,52,31,0
1826,1261,58,53,30,52,31,1
761,1263,36,53,15,52,31,2
121,1314,41,53,17,52,31,3
537,1314,48,53,25,52,31,4
1153,1261,80,53,28,52,31,5
789,1367,77,50,34,49,31,6
1555,1366,66,51,32,50,31,7
1481,1366,74,51,40,50,31,8
797,1315,63,52,29,51,31,9
1387,1261,68,53,34,52,31,10
1186,890,32,65,17,64,32,0
1989,1033,57,60,40,58,32,1
1927,1034,61,59,41,58,32,2
0,1152,69,55,25,54,32,3
1711,1151,73,55,34,55,32,4
619,973,48,62,29,61,32,5
532,1038,45,59,27,57,32,6
1736,1033,62,60,48,57,32,7
458,1035,74,59,48,56,32,8
1482,1094,68,57,42,54,32,9
1616,1094,41,57,20,54,32,10
1201,1594,28,32,12,31,33,0
171,1594,40,33,18,32,33,1
1809,1594,41,30,16,29,33,2
2015,1366,24,50,16,50,33,3
576,1514,32,45,21,46,33,4
2012,1466,36,45,25,46,33,5
504,1514,40,45,29,46,33,6
2012,1511,34,45,23,46,33,7
1418,1514,34,41,19,40,33,8
544,1514,32,45,17,44,33,9
1383,1514,35,42,22,42,33,10
1939,899,73,68,53,67,35,0
1866,899,73,68,53,67,35,1
1274,972,76,62,56,61,35,2
852,1038,78,58,58,57,35,3
1624,899,60,71,29,70,35,4
70,1261,94,53,23,52,35,5
533,977,83,61,22,57,35,6
866,1367,76,50,26,45,35,7
1350,1417,74,49,28,44,35,8
1274,1417,76,49,18,48,35,9
1498,899,70,72,51,71,35,10
1428,899,70,72,51,71,35,11
337,912,71,67,52,66,35,12
1624,970,77,63,52,62,35,13
64,899,63,73,34,75,35,14
430,1094,94,57,27,55,35,15
183,804,51,89,28,66,35,16
933,890,53,86,29,59,35,17
619,894,53,79,29,52,35,18
461,1594,31,32,15,31,36,0
1173,1594,28,32,11,31,36,1
1737,1594,27,31,9,30,36,2
1682,1594,28,31,9,30,36,3
1625,1594,29,31,10,30,36,4
492,1594,30,32,13,31,36,5
522,1594,30,32,15,31,36,6
1564,1594,32,31,18,30,36,7
1498,1594,34,31,20,30,36,8
1016,1594,30,32,17,31,36,9
1850,1594,28,30,13,29,36,10
1710,1594,27,31,13,30,36,11
1229,1594,27,32,14,31,36,12
1654,1594,28,31,15,30,36,13
1532,1594,32,31,19,30,36,14
1596,1594,29,31,16,30,36,15
1906,1594,28,30,15,29,36,16
1934,1594,26,30,13,29,36,17
552,1594,21,32,10,31,36,18
1787,1594,22,31,11,30,36,19
74,1595,23,29,12,28,36,20
1960,1594,24,30,13,29,36,21
1764,1594,23,31,12,30,36,22
409,1594,20,33,10,32,36,23
211,1594,20,33,10,32,36,24
1117,1594,28,32,12,31,36,25
1089,1594,28,32,18,31,36,26
574,1559,31,33,21,32,36,27
429,1594,32,32,22,31,36,28
1878,1594,28,30,17,29,36,29
1421,1594,40,31,14,30,36,30
111,1560,42,34,12,33,36,31
0,1595,38,29,16,28,36,32
38,1595,36,29,18,27,36,33
1461,1594,37,31,17,30,36,34
1145,1594,28,32,12,31,36,35
574,1592,28,33,12,32,36,36
1016,1557,29,37,12,35,36,37
1421,1555,29,39,12,37,36,38
300,1595,34,27,20,26,36,39
47,1467,44,48,24,47,37,0
237,1418,57,49,37,48,37,1
916,1514,68,43,39,49,37,2
1471,1466,62,48,40,47,37,3
1716,1466,51,48,37,47,37,4
294,1418,54,49,37,48,37,5
984,1514,67,43,40,49,37,6
1656,1466,60,48,40,47,37,7
369,1514,47,45,29,44,37,8
1051,1514,43,42,21,41,37,9
463,1514,41,45,11,44,37,10
752,1097,40,57,7,56,37,11
408,912,63,67,11,66,37,12
1221,794,46,93,20,92,37,13
129,804,54,92,28,91,37,14
575,894,44,83,11,82,37,15
1493,971,61,63,15,62,37,16
608,1514,97,44,12,43,37,17
1156,1557,104,37,11,36,37,18
1262,1556,109,39,11,38,37,19
1670,1514,109,40,11,39,37,20
1779,1554,109,40,11,39,37,21
1561,1514,109,40,11,39,37,22
1452,1514,109,40,11,39,37,23
1670,1554,109,40,11,39,37,24
1561,1554,109,40,11,39,37,25
1452,1554,109,40,11,39,37,26
0,1515,109,40,11,39,37,27
1888,1514,109,40,11,39,37,28
1779,1514,109,40,11,39,37,29
829,1557,109,39,11,38,37,30
608,1558,109,37,11,36,37,31
300,1559,109,36,11,35,37,32
409,1559,109,35,11,34,37,33
968,1096,53,57,27,56,37,34
2007,1150,35,56,13,55,40,0
211,1210,40,54,15,53,40,1
857,1262,57,53,28,52,40,2
1965,1366,50,51,23,50,40,3
1767,1466,50,48,26,47,40,4
0,1467,47,48,24,47,40,5
867,1208,59,54,26,49,40,6
1159,1207,64,54,17,53,40,7
0,1261,37,54,22,53,40,8
616,1035,49,59,35,58,40,9
1555,1034,46,60,35,59,40,10
1140,1417,44,50,31,49,40,11
48,1367,48,51,27,50,40,12
411,1207,75,54,23,53,40,13
1233,1261,77,53,24,52,40,14
128,0,128,151,35,127,41,0
256,0,128,151,35,127,41,1
384,0,128,151,35,127,41,2
512,0,128,151,35,127,41,3
896,0,128,151,25,127,41,4
1024,0,128,151,31,127,41,5
1152,0,128,151,38,127,41,6
256,151,128,151,33,127,41,7
1280,0,128,151,31,127,41,8
1408,0,128,151,31,127,41,9
1536,0,128,151,31,127,41,10
1664,0,128,151,27,127,41,11
1152,151,128,151,33,127,41,12
1024,151,128,151,58,125,41,13
896,151,128,151,29,127,41,14
768,151,128,151,29,127,41,15
0,151,128,151,29,127,41,16
1920,0,128,151,29,127,41,17
1792,0,128,151,64,126,41,18
768,0,128,151,26,96,41,19
0,0,128,151,53,96,41,20
640,0,128,151,50,95,41,21
384,151,128,151,50,95,41,22
512,151,128,151,50,95,41,23
640,151,128,151,50,95,41,24
1280,151,128,151,50,95,41,25
128,151,128,151,50,95,41,26
1792,151,128,128,31,62,42,0
1920,151,128,128,31,62,42,1
0,558,128,128,31,62,42,2
128,302,128,128,30,61,42,3
256,302,128,128,30,61,42,4
256,430,128,128,29,61,42,5
384,430,128,128,29,61,42,6
1280,430,128,128,29,61,42,7
1408,535,128,128,30,57,42,8
1536,535,128,128,30,57,42,9
1920,535,128,128,63,95,43,0
1792,535,128,128,55,92,43,1
1664,535,128,128,55,92,43,2
1152,430,128,128,55,92,43,3
0,430,128,128,55,95,43,4
1920,407,128,128,55,95,43,5
1792,407,128,128,55,95,43,6
1664,407,128,128,54,95,43,7
1536,407,128,128,54,95,43,8
1408,407,128,128,54,95,43,9
1280,302,128,128,54,95,43,10
1152,302,128,128,54,95,43,11
1024,302,128,128,54,95,43,12
896,302,128,128,54,95,43,13
768,302,128,128,72,95,43,14
640,302,128,128,72,95,43,15
512,302,128,128,72,95,43,16
384,302,128,128,73,95,43,17
1408,279,128,128,76,95,43,18
1536,279,128,128,75,95,43,19
1792,279,128,128,75,95,43,20
128,558,128,128,75,95,43,21
1024,430,128,128,75,95,43,22
896,430,128,128,73,95,43,23
128,430,128,128,72,95,43,24
1920,279,128,128,72,95,43,25
1664,279,128,128,72,95,43,26
1664,151,128,128,72,95,43,27
1536,151,128,128,62,90,43,28
1408,151,128,128,62,90,43,29
1029,794,96,96,33,95,45,0
0,302,128,128,64,95,45,1
1908,663,118,118,39,70,46,0
1672,663,118,118,42,65,46,1
1554,663,118,118,45,64,46,2
1436,663,118,118,45,64,46,3
1318,663,118,118,45,64,46,4
1200,558,118,118,45,64,46,5
1082,558,118,118,45,64,46,6
1436,781,118,118,45,64,46,7
256,558,118,118,45,64,46,8
374,558,118,118,45,64,46,9
492,558,118,118,46,94,46,10
610,558,118,118,46,94,46,11
728,558,118,118,46,94,46,12
846,558,118,118,46,94,46,13
610,676,118,118,46,94,46,14
728,676,118,118,46,94,46,15
964,676,118,118,46,94,46,16
1200,676,118,118,46,94,46,17
0,686,118,118,46,94,46,18
118,686,118,118,43,94,46,19
1318,781,118,118,45,95,46,20
1554,781,118,118,45,95,46,21
1908,781,118,118,40,95,46,22
236,794,118,118,40,95,46,23
354,794,118,118,40,95,46,24
1790,781,118,118,40,95,46,25
1672,781,118,118,40,94,46,26
1082,676,118,118,40,94,46,27
846,676,118,118,49,94,46,28
492,676,118,118,54,94,46,29
374,676,118,118,51,94,46,30
256,676,118,118,47,94,46,31
1790,663,118,118,47,94,46,32
964,558,118,118,47,95,46,33
512,430,128,128,59,77,47,0
640,430,128,128,59,77,47,1
768,430,128,128,59,77,47,2
933,794,96,96,26,70,31001,0
1125,794,96,96,25,48,31001,10
1046,1557,1,1,0,0,5000,0
2047,1556,1,1,0,0,5001,0
2047,1555,1,1,0,0,5002,0
2047,1554,1,1,0,0,5000,10
2047,1553,1,1,0,0,5001,10
2047,1552,1,1,0,0,5002,10
2047,1551,1,1,0,0,5000,20
2047,1550,1,1,0,0,5001,20
2047,1549,1,1,0,0,5002,20
2047,1520,1,1,0,0,5010,0
1047,1557,1,1,0,0,5011,0
2047,1511,1,1,0,0,5012,0
2047,1512,1,1,0,0,5010,10
2047,1513,1,1,0,0,5011,10
2047,1514,1,1,0,0,5012,10
2047,1515,1,1,0,0,5010,20
2047,1516,1,1,0,0,5011,20
2047,1517,1,1,0,0,5012,20
2047,1518,1,1,0,0,5020,0
2047,1519,1,1,0,0,5020,10
1049,1557,1,1,0,0,5020,20
2047,1521,1,1,0,0,5030,0
2047,1522,1,1,0,0,5031,0
2047,1523,1,1,0,0,5032,0
2047,1524,1,1,0,0,5030,10
2047,1525,1,1,0,0,5031,10
2047,1526,1,1,0,0,5032,10
2047,1527,1,1,0,0,5030,20
2047,1528,1,1,0,0,5031,20
2047,1529,1,1,0,0,5032,20
2047,1530,1,1,0,0,5030,30
2047,1531,1,1,0,0,5031,30
2047,1532,1,1,0,0,5032,30
2047,1533,1,1,0,0,5030,40
2047,1534,1,1,0,0,5031,40
2047,1535,1,1,0,0,5032,40
2047,1536,1,1,0,0,5030,50
2047,1537,1,1,0,0,5031,50
2047,1538,1,1,0,0,5032,50
2047,1539,1,1,0,0,5040,0
2047,1540,1,1,0,0,5041,0
2047,1541,1,1,0,0,5042,0
2047,1542,1,1,0,0,5040,10
2047,1543,1,1,0,0,5041,10
2047,1544,1,1,0,0,5042,10
2047,1545,1,1,0,0,5040,20
2047,1546,1,1,0,0,5041,20
2047,1547,1,1,0,0,5042,20
2047,1548,1,1,0,0,5060,0
668,1606,52,11,-6,-1,5061,0
876,1596,52,11,-6,-1,5062,0
824,1596,52,11,-6,-1,5060,10
231,1596,52,11,-6,-1,5061,10
1984,1595,52,11,-6,-1,5062,10
1360,1595,52,11,-6,-1,5070,0
1308,1595,52,11,-6,-1,5071,0
1256,1595,52,11,-6,-1,5072,0
938,1595,52,11,-6,-1,5070,10
668,1595,52,11,-6,-1,5071,10
772,1595,52,11,-6,-1,5072,10
720,1606,52,11,-6,-1,5070,20
720,1595,52,11,-6,-1,5071,20
1048,1557,1,1,0,0,5072,20
