spr_x,spr_y,spr_width,spr_height,spr_off_x,spr_off_y,spr_group,spr_no
1926,4881,320,240,0,0,8400,29
2247,4881,320,240,0,0,8400,30
2568,4881,320,240,0,0,8400,31
2889,4881,320,240,0,0,8400,32
3210,4881,320,240,0,0,8400,33
3531,4881,320,240,0,0,8400,34
0,5122,320,240,0,0,8400,35
321,5122,320,240,0,0,8400,36
642,5122,320,240,0,0,8400,37
963,5122,320,240,0,0,8400,38
1284,5122,320,240,0,0,8400,39
1605,5122,320,240,0,0,8400,40
1926,5122,320,240,0,0,8400,41
2247,5122,320,240,0,0,8400,42
2568,5122,320,240,0,0,8400,43
2889,5122,320,240,0,0,8400,44
3210,5122,320,240,0,0,8400,45
3531,5122,320,240,0,0,8400,46
0,5363,320,240,0,0,8400,47
321,5363,320,240,0,0,8400,48
642,5363,320,240,0,0,8400,49
963,5363,320,240,0,0,8400,50
1284,5363,320,240,0,0,8400,51
1605,5363,320,240,0,0,8400,52
1926,5363,320,240,0,0,8400,53
2247,5363,320,240,0,0,8400,54
2568,5363,320,240,0,0,8400,55
2889,5363,320,240,0,0,8400,56
3210,5363,320,240,0,0,8400,57
3531,5363,320,240,0,0,8400,58
0,5604,320,240,0,0,8400,59
321,5604,320,240,0,0,8400,60
642,5604,320,240,0,0,8400,61
963,5604,320,240,0,0,8400,62
1284,5604,320,240,0,0,8400,63
1605,5604,320,240,0,0,8400,64
1926,5604,320,240,0,0,8400,65
2247,5604,320,240,0,0,8400,66
2568,5604,320,240,0,0,8400,67
2889,5604,320,240,0,0,8400,68
3210,5604,320,240,0,0,8400,69
3531,5604,320,240,0,0,8400,70
0,5845,320,240,0,0,8400,71
321,5845,320,240,0,0,8400,72
642,5845,320,240,0,0,8400,73
963,5845,320,240,0,0,8400,74
1284,5845,320,240,0,0,8400,75
1605,5845,320,240,0,0,8400,76
1926,5845,320,240,0,0,8400,77
2247,5845,320,240,0,0,8400,78
2568,5845,320,240,0,0,8400,79
2889,5845,320,240,0,0,8400,80
3210,5845,320,240,0,0,8400,81
3531,5845,320,240,0,0,8400,82
0,6086,320,240,0,0,8400,83
321,6086,320,240,0,0,8400,84
642,6086,320,240,0,0,8400,85
963,6086,320,240,0,0,8400,86
1284,6086,320,240,0,0,8400,87
1605,6086,320,240,0,0,8400,88
1926,6086,320,240,0,0,8400,89
2247,6086,320,240,0,0,8400,90
2568,6086,320,240,0,0,8400,91
2889,6086,320,240,0,0,8400,92
3210,6086,320,240,0,0,8400,93
3531,6086,320,240,0,0,8400,94
0,6327,320,240,0,0,8400,95
321,6327,320,240,0,0,8400,96
642,6327,320,240,0,0,8400,97
963,6327,320,240,0,0,8400,98
1284,6327,320,240,0,0,8400,99
1605,6327,320,240,0,0,8400,100
1926,6327,320,240,0,0,8400,101
2247,6327,320,240,0,0,8400,102
2568,6327,320,240,0,0,8400,103
2889,6327,320,240,0,0,8400,104
3210,6327,320,240,0,0,8400,105
3531,6327,320,240,0,0,8400,106
0,6568,320,240,0,0,8400,107
321,6568,320,240,0,0,8400,108
642,6568,320,240,0,0,8400,109
963,6568,320,240,0,0,8400,110
1284,6568,320,240,0,0,8400,111
1605,6568,320,240,0,0,8400,112
1926,6568,320,240,0,0,8400,113
2247,6568,320,240,0,0,8400,114
2568,6568,320,240,0,0,8400,115
2889,6568,320,240,0,0,8400,116
3210,6568,320,240,0,0,8400,117
3531,6568,320,240,0,0,8400,118
0,6809,320,240,0,0,8400,119
321,6809,320,240,0,0,8400,120
642,6809,320,240,0,0,8400,121
963,6809,320,240,0,0,8400,122
1284,6809,320,240,0,0,8400,123
1605,6809,320,240,0,0,8400,124
1926,6809,320,240,0,0,8400,125
3921,4151,173,239,78,118,8301,7
3916,4399,162,239,79,121,8311,9
3852,4640,160,239,77,121,8311,11
3852,4881,126,238,67,141,3333,10
3852,5122,203,238,79,118,8321,8
3852,5363,236,237,166,130,3333,4
3852,5604,161,237,79,119,8311,8
3852,5845,235,236,165,129,3333,5
3852,6086,196,236,78,117,8321,7
3852,6327,216,235,105,110,6777,0
3852,6568,160,235,79,117,8311,7
3979,4881,92,234,41,115,8220,6
2247,6809,196,233,121,140,3333,1
2444,6809,87,233,29,116,8300,5
2532,6809,256,232,163,132,3333,8
4013,4640,79,232,29,114,8310,5
2789,6809,160,232,36,115,8320,6
2950,6809,347,229,184,165,6666,4
3298,6809,101,227,98,89,6777,3
3400,6809,92,225,28,118,8200,7
3493,6809,384,224,186,200,6669,2
0,7050,384,224,186,200,6669,3
385,7050,384,224,186,200,6669,4
770,7050,384,224,186,200,6669,5
1155,7050,384,224,186,200,6669,6
1540,7050,384,224,186,200,6669,7
1925,7050,384,224,186,200,6669,8
2310,7050,384,224,186,200,6669,9
2695,7050,384,224,186,200,6669,10
3080,7050,384,224,186,200,6669,11
3465,7050,223,223,126,163,8100,15
3689,7050,223,223,114,154,8100,17
0,7275,384,220,186,196,6669,12
385,7275,251,219,113,103,6668,2
3878,6809,147,217,72,108,8311,6
3913,7050,179,216,72,107,8321,6
637,7275,148,214,73,106,8320,4
786,7275,156,214,81,106,8321,4
943,7275,163,210,24,104,8300,3
1107,7275,117,210,63,104,8301,3
1225,7275,190,209,43,39,5555,1
1416,7275,141,209,69,103,8312,3
1558,7275,86,208,41,103,8220,5
1645,7275,206,206,103,101,1111,9
4021,3153,74,205,35,122,8210,5
1852,7275,132,205,66,96,8211,7
1985,7275,143,205,71,102,8221,7
2129,7275,238,203,118,79,8322,8
2368,7275,135,202,66,101,8201,7
2504,7275,201,201,101,98,1111,8
2706,7275,384,201,186,177,6669,1
3091,7275,146,201,66,98,8301,6
3238,7275,246,201,122,118,8302,11
3485,7275,133,200,66,67,8221,3
3619,7275,135,198,66,98,8311,5
3755,7275,162,198,66,98,8321,5
0,7496,236,196,117,78,8322,7
237,7496,218,195,96,91,6668,1
4014,5604,75,194,35,97,8210,6
456,7496,244,192,122,110,8302,10
701,7496,191,191,96,93,1111,7
3918,7275,121,190,59,133,8202,4
893,7496,189,189,103,105,630,0
1083,7496,149,189,74,74,8211,4
4013,6568,80,188,39,133,8201,3
1233,7496,255,187,126,108,6667,6
1489,7496,241,187,120,105,8302,9
1731,7496,136,187,70,155,3300,4
1868,7496,142,185,75,149,3300,3
2011,7496,119,183,59,85,8211,6
2131,7496,129,182,64,91,8221,6
2261,7496,83,180,31,90,8200,6
2345,7496,149,180,73,105,8210,4
2495,7496,83,180,40,89,8220,4
2579,7496,239,180,119,99,8302,8
2819,7496,216,179,107,72,8322,6
3036,7496,121,178,59,89,8201,6
3158,7496,141,178,70,87,8310,3
3300,7496,296,178,147,88,8311,4
3597,7496,141,178,70,88,8321,3
3739,7496,106,175,22,36,5555,0
3846,7496,239,172,120,92,8302,7
0,7693,109,170,53,108,8202,3
110,7693,152,168,82,164,8100,8
263,7693,138,167,30,83,8300,2
402,7693,133,167,65,82,8312,2
536,7693,251,167,124,84,8313,4
788,7693,248,166,122,82,8323,5
1037,7693,186,165,78,74,6667,5
1224,7693,176,165,82,78,6668,0
1401,7693,152,165,84,160,8100,7
1554,7693,162,165,76,160,8100,9
1717,7693,104,165,21,55,8221,11
1822,7693,141,164,70,74,8220,3
1964,7693,245,164,122,81,8322,11
2210,7693,99,163,11,105,8200,11
2310,7693,210,163,103,24,8303,3
2521,7693,244,163,121,81,8322,10
2766,7693,255,163,127,122,8323,7
3022,7693,963,163,84,159,3006,5
0,7864,963,163,84,159,3006,6
964,7864,963,163,84,159,3006,7
1928,7864,963,163,84,159,3006,8
2892,7864,216,162,104,81,6667,4
3109,7864,152,162,82,157,8100,12
3262,7864,152,162,55,157,8100,13
3415,7864,152,162,85,154,8100,14
3568,7864,239,162,120,79,8312,9
3808,7864,198,162,98,66,8322,5
0,8028,243,162,121,80,8322,9
244,8028,152,161,110,157,8099,18
397,8028,237,161,118,79,8312,8
635,8028,240,161,121,78,8312,10
876,8028,117,160,58,80,8221,5
994,8028,235,160,116,79,8312,7
1230,8028,239,160,120,77,8312,11
1470,8028,232,160,115,122,8323,6
3986,7693,106,159,53,73,8211,5
1703,8028,152,156,78,154,8100,1
1856,8028,152,156,78,154,8100,2
2009,8028,152,156,78,154,8100,3
2162,8028,152,156,71,152,8100,4
2315,8028,152,156,80,150,8100,5
2468,8028,152,156,76,152,8100,6
2621,8028,152,156,77,151,8100,10
2774,8028,152,156,77,151,8100,11
4007,7864,72,156,35,108,8201,2
2927,8028,109,156,53,78,8201,5
3037,8028,149,156,73,74,8212,4
3187,8028,108,156,29,52,8221,10
3296,8028,214,156,106,81,8322,4
3511,8028,141,155,69,85,8210,3
3653,8028,152,153,77,151,0,0
3806,8028,152,153,77,151,0,1
0,8191,152,153,77,151,0,2
153,8191,152,153,77,151,0,3
306,8191,152,153,77,151,0,4
459,8191,152,153,77,151,0,5
612,8191,152,153,77,151,0,6
765,8191,152,153,77,151,0,7
918,8191,152,153,77,151,0,8
1071,8191,152,153,77,151,0,9
1224,8191,173,153,77,151,184,0
1398,8191,152,153,77,151,0,10
1551,8191,152,153,77,151,0,11
1704,8191,152,153,77,151,0,12
1857,8191,152,153,77,151,0,13
2010,8191,152,153,77,151,0,14
2163,8191,152,153,77,151,0,15
2316,8191,152,153,77,151,0,16
2469,8191,152,153,77,151,0,17
2622,8191,152,153,77,151,0,18
2775,8191,152,153,77,151,0,19
2928,8191,152,153,77,151,0,20
3081,8191,152,153,77,151,1,0
3234,8191,152,153,74,151,1,1
3387,8191,152,153,58,151,1,2
3540,8191,152,153,77,151,2,5
3693,8191,152,153,77,151,5,0
3846,8191,152,153,77,151,5,1
0,8345,152,153,77,151,10,0
153,8345,152,153,77,149,10,1
306,8345,152,153,77,151,10,2
459,8345,152,153,77,151,10,3
612,8345,152,153,77,151,10,4
765,8345,152,153,77,151,10,5
918,8345,152,153,77,151,15,0
1071,8345,152,153,77,151,15,1
1224,8345,152,153,84,151,20,0
1377,8345,152,153,84,151,20,1
1530,8345,152,153,81,151,20,2
1683,8345,152,153,84,151,20,3
1836,8345,152,153,84,151,20,4
1989,8345,152,153,84,151,20,5
2142,8345,152,153,84,151,20,6
2295,8345,152,153,84,151,20,8
2448,8345,152,153,84,151,20,9
2601,8345,152,153,81,151,20,10
2754,8345,152,153,84,151,20,11
2907,8345,152,153,77,151,40,0
3060,8345,152,153,77,151,40,1
3213,8345,152,153,77,151,40,2
3366,8345,152,153,77,151,40,3
3519,8345,152,153,75,151,40,4
3672,8345,152,153,77,151,40,7
3825,8345,152,153,77,151,40,8
0,8499,152,153,77,151,40,9
153,8499,152,153,73,155,40,10
306,8499,152,153,73,155,40,11
459,8499,152,153,77,151,100,0
612,8499,152,153,77,151,100,1
765,8499,152,153,77,151,100,2
918,8499,152,153,77,150,100,3
1071,8499,152,153,77,151,100,4
1224,8499,152,153,77,151,105,0
1377,8499,152,153,77,149,105,1
1530,8499,152,153,77,151,105,2
1683,8499,152,153,77,151,105,3
1836,8499,152,153,77,150,105,4
1989,8499,152,153,77,150,105,5
2142,8499,152,153,77,151,105,6
2295,8499,152,153,77,151,105,7
2448,8499,152,153,77,151,120,0
2601,8499,152,153,77,151,120,1
2754,8499,152,153,92,151,120,2
2907,8499,152,153,77,151,120,3
3060,8499,152,153,77,151,120,3
3213,8499,152,153,77,151,120,4
3366,8499,152,153,77,151,120,5
3519,8499,152,153,77,151,120,6
3672,8499,152,153,85,151,120,7
3825,8499,152,153,86,151,120,8
0,8653,152,153,79,151,191,0
153,8653,152,153,79,151,191,1
306,8653,152,153,79,151,191,2
459,8653,152,153,79,151,191,3
612,8653,152,153,79,151,191,4
765,8653,152,153,79,151,191,5
918,8653,152,153,79,151,191,6
1071,8653,152,153,77,151,200,1
1224,8653,152,153,85,151,200,0
1377,8653,152,153,52,151,200,2
1530,8653,152,153,52,151,201,0
1683,8653,152,153,52,151,201,1
1836,8653,152,153,52,151,201,2
1989,8653,152,153,52,151,201,3
2142,8653,152,153,52,151,201,4
2295,8653,152,153,77,151,200,3
2448,8653,152,153,67,151,210,0
2601,8653,152,153,67,151,210,1
2754,8653,152,153,77,151,210,2
2907,8653,152,153,77,151,210,3
3060,8653,152,153,77,151,211,0
3213,8653,152,153,77,151,211,1
3366,8653,152,153,77,151,211,2
3519,8653,152,153,77,151,211,3
3672,8653,152,153,77,151,211,4
3825,8653,152,153,94,148,210,4
0,8807,153,153,55,151,210,5
154,8807,153,153,67,151,210,6
308,8807,153,153,67,151,210,7
462,8807,153,153,67,151,210,8
616,8807,153,153,67,151,210,9
770,8807,153,153,67,151,210,10
924,8807,153,153,67,151,210,11
1078,8807,152,153,77,151,220,0
1231,8807,152,153,77,151,220,1
1384,8807,152,153,77,151,220,2
1537,8807,152,153,77,151,240,0
1690,8807,152,153,43,151,240,1
1843,8807,152,153,43,151,240,2
1996,8807,152,153,43,151,240,3
2149,8807,152,153,43,151,240,4
2302,8807,152,153,43,151,240,5
2455,8807,152,153,43,151,240,6
2608,8807,152,153,76,151,250,0
2761,8807,152,153,76,148,250,1
2914,8807,152,153,76,148,250,2
3067,8807,179,153,76,148,250,3
3247,8807,179,153,76,148,250,4
3427,8807,152,153,76,151,250,5
3580,8807,152,153,73,82,255,0
3733,8807,152,153,73,90,255,1
3886,8807,152,153,73,90,255,2
0,8961,152,153,73,90,255,3
153,8961,152,153,77,151,255,4
306,8961,152,153,77,151,400,0
459,8961,152,153,77,151,400,1
612,8961,152,153,77,151,400,2
765,8961,152,153,77,151,410,0
918,8961,152,153,77,152,410,1
1071,8961,152,153,77,151,420,0
1224,8961,152,153,77,151,420,1
1377,8961,152,153,77,151,420,2
1530,8961,152,153,77,151,420,3
1683,8961,152,153,77,151,420,4
1836,8961,152,153,77,151,430,0
1989,8961,152,153,77,151,430,1
2142,8961,152,153,77,151,450,0
2295,8961,152,153,77,151,450,1
2448,8961,152,153,77,151,450,2
2601,8961,152,153,77,151,450,3
2754,8961,152,153,77,151,450,4
2907,8961,152,153,77,151,600,0
3060,8961,152,153,77,151,600,1
3213,8961,152,153,77,151,600,2
3366,8961,152,153,77,151,611,0
3519,8961,152,153,77,151,611,1
3672,8961,152,153,77,151,611,2
3825,8961,152,153,77,151,620,0
0,9115,152,153,77,151,620,1
153,9115,152,153,77,151,620,2
306,9115,152,153,77,151,730,0
459,9115,152,153,77,151,730,1
612,9115,152,153,77,151,3100,0
765,9115,225,153,114,151,3100,1
991,9115,225,153,114,151,3100,2
1217,9115,225,153,114,151,3100,3
1443,9115,225,153,114,151,3100,4
1669,9115,225,153,114,151,3100,5
1895,9115,225,153,114,151,3100,6
2121,9115,225,153,114,151,3100,7
2347,9115,152,153,77,151,3100,8
2500,9115,152,153,77,151,3000,100
2653,9115,152,153,77,151,3000,101
2806,9115,173,153,70,151,3000,102
2980,9115,173,153,70,151,3000,103
3154,9115,152,153,79,82,630,1
3307,9115,152,153,77,151,1100,0
3460,9115,152,153,77,151,1100,1
3613,9115,152,153,77,151,1100,2
3766,9115,152,153,77,151,1100,3
3919,9115,152,153,77,151,1100,4
0,9269,152,153,77,151,1100,5
153,9269,152,153,77,151,1100,6
306,9269,152,153,77,151,1100,7
459,9269,152,153,77,151,1100,8
612,9269,152,153,77,151,830,0
765,9269,152,153,77,151,830,1
918,9269,152,153,77,151,830,2
1071,9269,152,153,77,151,830,3
1224,9269,173,153,77,151,1000,0
1398,9269,173,153,77,151,1000,1
1572,9269,173,153,77,151,1000,2
1746,9269,152,153,106,151,1200,0
1899,9269,152,153,98,151,1200,1
2052,9269,152,153,98,151,1200,2
2205,9269,152,153,98,151,1200,3
2358,9269,152,153,81,151,1200,4
2511,9269,152,153,77,151,1300,0
2664,9269,152,153,77,151,1300,1
2817,9269,152,153,77,151,1440,0
2970,9269,152,153,77,151,1440,1
3123,9269,152,153,77,151,1440,2
3276,9269,152,153,77,151,1440,3
3429,9269,152,153,77,151,1440,4
3582,9269,152,153,77,151,1440,5
3735,9269,152,153,77,151,1440,6
3888,9269,152,153,77,151,1440,7
0,9423,152,153,77,151,1440,8
153,9423,152,153,77,151,1440,9
306,9423,152,153,77,151,1440,10
459,9423,152,153,77,151,1440,11
612,9423,152,153,77,148,1440,12
765,9423,152,153,93,63,1440,13
918,9423,152,153,93,63,1440,14
1071,9423,152,153,93,63,1440,15
1224,9423,152,153,77,151,3200,12
1377,9423,152,153,77,151,5000,0
1530,9423,152,153,80,119,5001,0
1683,9423,152,153,78,67,5002,0
1836,9423,152,153,77,151,5000,10
1989,9423,152,153,82,115,5001,10
2142,9423,152,153,77,82,5002,10
2295,9423,152,153,77,151,5000,20
2448,9423,152,153,82,119,5001,20
2601,9423,152,153,81,63,5002,20
2754,9423,152,153,77,152,5010,0
2907,9423,152,153,83,118,5011,0
3060,9423,152,153,85,70,5012,0
3213,9423,152,153,77,152,5010,10
3366,9423,152,153,84,117,5011,10
3519,9423,152,153,77,68,5012,10
3672,9423,152,153,77,152,5010,20
3825,9423,152,153,77,118,5011,20
0,9577,152,153,72,59,5012,20
153,9577,152,153,77,151,5020,0
306,9577,152,153,77,151,5020,10
459,9577,152,153,77,151,5020,20
612,9577,152,153,82,139,5030,0
765,9577,152,153,86,113,5031,0
918,9577,152,153,84,81,5032,0
1071,9577,152,153,97,146,5030,10
1224,9577,152,153,88,47,5031,10
1377,9577,152,153,86,84,5032,10
1530,9577,152,153,105,93,5030,20
1683,9577,152,153,94,64,5031,20
1836,9577,152,153,90,80,5032,20
1989,9577,152,153,82,123,5030,30
2142,9577,152,153,81,84,5031,30
2295,9577,152,153,84,85,5032,30
2448,9577,152,153,69,100,5030,40
2601,9577,152,153,69,75,5031,40
2754,9577,152,153,70,79,5032,40
2907,9577,152,153,66,144,5030,50
3060,9577,152,153,66,111,5031,50
3213,9577,152,153,66,104,5032,50
3366,9577,152,153,71,140,5040,0
3519,9577,152,153,81,124,5041,0
3672,9577,152,153,39,132,5042,0
3825,9577,152,153,76,130,5040,10
0,9731,152,153,81,125,5041,10
153,9731,152,153,86,92,5042,10
306,9731,152,153,90,88,5040,20
459,9731,152,153,94,67,5041,20
612,9731,152,153,98,75,5042,20
765,9731,152,153,71,126,5060,0
918,9731,152,153,76,111,5060,1
1071,9731,152,153,73,62,5060,2
1224,9731,152,153,73,95,5061,0
1377,9731,152,153,76,98,5062,0
1530,9731,152,153,68,123,5060,10
1683,9731,152,153,74,72,5061,10
1836,9731,152,153,72,44,5062,10
1989,9731,152,153,71,131,5070,0
2142,9731,152,153,59,113,5071,0
2295,9731,152,153,109,56,5072,0
2448,9731,152,153,82,123,5070,10
2601,9731,152,153,72,101,5071,10
2754,9731,152,153,105,57,5072,10
2907,9731,152,153,81,103,5070,20
3060,9731,152,153,87,71,5071,20
3213,9731,152,153,99,72,5072,20
3366,9731,152,153,77,151,5,14
3519,9731,152,153,77,151,5,15
3672,9731,152,153,77,151,4500,0
3825,9731,152,153,77,151,4500,1
0,9885,152,153,66,109,5400,2
153,9885,152,153,76,130,7689,3
306,9885,152,153,80,138,8099,0
459,9885,152,153,80,138,8099,1
612,9885,152,153,80,138,8099,2
765,9885,152,153,80,138,8099,3
918,9885,152,153,80,138,8099,4
1071,9885,152,153,80,138,8099,5
1224,9885,152,153,82,142,8099,6
1377,9885,152,153,80,138,8099,7
1530,9885,152,153,80,138,8099,8
1683,9885,152,153,110,130,8099,9
1836,9885,152,153,77,137,8099,10
1989,9885,152,153,77,137,8099,11
2142,9885,152,153,77,137,8099,12
2295,9885,152,153,77,137,8099,13
2448,9885,152,153,70,121,8099,14
2601,9885,152,153,70,121,8099,15
2754,9885,152,153,70,121,8099,16
2907,9885,152,153,98,135,8099,17
3060,9885,152,153,78,151,8100,0
3213,9885,152,153,78,151,8100,18
3366,9885,152,153,78,151,8100,19
3519,9885,152,153,83,127,8100,20
3672,9885,152,153,78,131,8100,21
3825,9885,152,153,79,125,8100,23
0,10039,152,153,78,151,8100,22
153,10039,152,153,85,151,1400,0
306,10039,152,153,85,151,1400,1
459,10039,152,153,85,151,1400,2
612,10039,152,153,85,151,1400,3
765,10039,152,153,85,151,1400,4
918,10039,152,153,85,151,1400,5
1071,10039,152,153,85,151,1400,6
1224,10039,152,153,85,151,1400,7
1377,10039,152,153,85,151,1400,8
1530,10039,152,153,85,151,1400,9
1683,10039,152,153,85,151,1400,10
1836,10039,152,153,85,151,1400,11
1989,10039,152,153,85,151,1400,12
2142,10039,152,153,85,151,1400,13
2295,10039,152,153,85,151,1400,14
2448,10039,152,153,85,151,1400,15
2601,10039,152,153,85,151,1400,16
2754,10039,152,153,85,151,1400,17
2907,10039,152,153,85,151,1400,18
3060,10039,152,153,85,151,1400,19
3213,10039,158,153,85,151,1400,20
3372,10039,158,153,85,151,1400,21
3531,10039,158,153,85,151,1400,22
3690,10039,152,153,85,151,1400,23
3843,10039,152,153,100,98,1400,24
0,10193,158,153,85,151,1400,25
