spr_x,spr_y,spr_width,spr_height,spr_off_x,spr_off_y,spr_group,spr_no
911,716,54,35,25,34,300,4
966,716,55,35,25,34,300,5
1022,716,43,35,28,34,300,9
1066,716,45,35,27,34,300,10
1112,716,58,35,8,38,600,9
1171,716,38,35,27,34,801,0
1210,716,33,35,21,34,801,1
1244,716,45,35,29,34,801,8
1290,716,31,35,22,34,1000,0
1322,716,38,34,22,33,11,0
1361,716,48,34,35,33,20,0
1410,716,48,34,35,33,20,4
1459,716,54,34,40,33,100,0
1514,716,54,34,40,33,100,6
1569,716,20,34,11,33,177,1
1590,716,20,34,11,33,190,0
1611,716,35,34,20,33,195,0
1647,716,40,34,22,33,200,0
1688,716,52,34,22,33,201,4
1741,716,28,34,17,33,240,0
1770,716,34,34,19,33,240,1
1805,716,27,34,7,33,240,3
1833,716,82,34,38,33,305,0
1916,716,30,34,18,33,410,1
1947,716,35,34,20,33,410,8
1983,716,53,34,10,39,600,10
0,753,27,34,13,33,801,5
28,753,48,34,35,33,801,7
77,753,36,34,20,33,3000,4
114,753,43,34,24,33,5000,0
158,753,43,34,24,33,5000,10
202,753,43,34,24,33,5000,20
246,753,43,34,26,19,5001,0
290,753,43,34,26,19,5001,10
334,753,43,34,26,19,5001,20
378,753,43,34,12,-2,5002,0
422,753,43,34,12,-2,5002,10
466,753,43,34,12,-2,5002,20
510,753,40,34,24,33,5010,0
551,753,50,33,40,32,100,4
602,753,50,33,40,32,100,7
653,753,32,33,23,32,177,3
686,753,39,33,20,32,215,8
726,753,35,33,21,32,240,2
762,753,22,33,7,32,240,6
785,753,33,33,19,32,410,5
819,753,18,33,8,43,603,2
838,753,20,33,9,40,603,6
859,753,38,33,25,32,1000,1
898,753,39,33,23,32,5120,3
938,753,30,32,19,31,120,0
969,753,19,32,10,31,190,1
989,753,53,32,22,31,200,2
1043,753,44,32,22,31,200,3
1088,753,47,32,36,31,801,6
1136,753,43,32,32,31,803,1
1180,753,38,32,23,31,3000,1
1219,753,61,31,22,30,200,1
1281,753,31,31,14,16,302,1
1313,753,32,31,13,30,400,2
1346,753,51,31,3,30,400,3
1398,753,22,31,10,33,602,0
1421,753,105,31,11,30,800,6
1527,753,65,31,10,30,800,7
1593,753,48,31,8,30,800,8
1642,753,25,31,8,30,800,9
1668,753,34,31,17,30,800,10
1703,753,77,31,26,30,804,2
1781,753,60,31,28,30,804,5
1842,753,84,31,9,30,1000,5
1927,753,92,31,9,30,1000,6
0,788,89,31,9,30,1000,7
90,788,79,31,9,30,1000,8
170,788,66,31,14,30,1000,9
237,788,23,31,11,30,1000,10
261,788,33,31,19,30,1000,11
295,788,34,31,23,30,1001,0
330,788,22,31,11,30,1001,3
353,788,22,31,9,30,1002,1
376,788,34,31,21,30,1002,11
411,788,28,30,19,29,177,2
440,788,43,30,22,29,306,1
484,788,34,30,10,29,800,2
519,788,78,30,10,29,800,3
598,788,118,30,10,29,800,4
717,788,118,30,10,29,800,5
836,788,72,30,26,29,804,3
909,788,70,30,26,29,804,4
980,788,32,29,20,28,170,0
1013,788,51,29,7,28,240,4
1065,788,53,29,7,28,240,5
1119,788,35,29,3,28,400,4
1155,788,18,29,7,28,1002,7
1174,788,32,29,19,28,5020,0
1207,788,36,28,22,27,11,1
1244,788,30,28,23,27,1001,1
1275,788,25,28,14,27,1002,0
1301,788,25,28,14,27,1002,10
1327,788,38,27,23,26,306,0
1366,788,38,27,20,26,400,1
1405,788,25,27,16,26,1001,2
1431,788,23,27,10,25,1002,9
1455,788,40,26,20,25,400,0
1496,788,29,26,7,25,400,5
1526,788,23,25,10,17,70,0
1550,788,23,25,11,17,70,2
1574,788,20,25,8,13,302,0
1595,788,23,25,12,23,1002,8
1619,788,25,25,0,0,9000,0
1645,788,44,24,24,23,41,0
1690,788,43,24,18,23,400,6
1734,788,43,24,24,23,3000,0
1778,788,44,24,23,23,5120,2
1823,788,25,23,11,15,70,1
1849,788,25,23,12,16,70,3
1875,788,30,23,20,33,603,7
1906,788,46,22,32,21,803,7
1953,788,46,22,29,21,5120,1
2000,788,41,20,27,19,803,6
0,820,48,20,31,19,5120,0
49,820,56,17,36,16,5040,10
106,820,56,17,26,19,5041,10
163,820,14,13,6,7,411,0
178,820,34,12,17,6,301,0
